;IRIS;DEC_PIMP20;DEC_TP6020;DEC_Q120;DEC_MED20;DEC_Q320;DEC_EQ20;DEC_D120;DEC_D220;DEC_D320;DEC_D420;DEC_D620;DEC_D720;DEC_D820;DEC_D920;DEC_RD20;DEC_S80S2020;DEC_GI20;DEC_PACT20;DEC_PTSA20;DEC_PCHO20;DEC_PBEN20;DEC_PPEN20;DEC_PAUT20;DEC_NOTE20;keep
10288;751155703;67,8;20,5;15830;28450;45090;1,03;7180;12750;18220;23740;34600;41080;50410;67190;9,4;13,7;0,442;78,2;72,1;2,8;3,3;15,5;6,3;0;1
10289;751155704;48,3;34,7;10150;17570;26310;0,92;5150;8490;11430;14630;20450;24380;28950;37860;7,3;9,9;0,394;68,0;62,4;4,0;1,6;30,1;1,9;0;1
10290;751155705;63,5;22,9;14330;28060;43000;1,02;6220;11930;17040;21690;33170;38850;47680;63000;10,1;12,6;0,416;77,3;71,1;2,8;3,4;18,4;4,3;0;1
10291;751155706;77,7;10,4;24070;39340;57200;0,84;12460;20870;27160;32810;46310;52570;61740;77340;6,2;8,2;0,365;75,2;68,7;2,6;3,9;19,6;5,2;0;1
10292;751155707;73,7;16,1;20790;32080;47770;0,84;8030;16470;23740;27750;37470;44180;52950;69360;8,6;11,6;0,405;76,2;69,5;2,4;4,3;16,6;7,2;0;1
10293;751155708;74,0;19,0;17300;32760;50000;1,00;7130;13720;20120;26820;38780;45350;55540;73220;10,3;14,1;0,442;68,2;62,5;2,4;3,3;18,8;13,0;0;1
10294;751155709;76,3;11,2;23730;37630;55060;0,83;12000;20320;26280;31810;42840;50650;59530;78090;6,5;8,1;0,362;79,5;71,9;2,5;5,1;15,7;4,8;0;1
10295;751155710;74,1;15,9;19510;34550;51870;0,94;8160;16300;22650;28260;39900;47460;57320;75080;9,2;11,0;0,398;70,9;64,7;2,5;3,7;21,6;7,5;0;1
10296;751155711;74,6;11,7;23230;36580;54640;0,86;11100;20060;25610;31230;43980;50290;59170;77290;7,0;8,8;0,376;74,8;67,0;2,8;5,0;19,0;6,2;0;1
10297;751155712;70,8;14,5;21140;36100;56810;0,99;9060;17230;24540;28750;42740;52770;60720;76490;8,4;10,6;0,396;74,7;67,6;2,9;4,2;18,2;7,1;0;1
10298;751155713;81,6;s;31510;46160;66780;0,76;17650;26690;34810;40340;53610;62710;74760;93980;5,3;7,0;0,344;75,6;68,2;1,7;5,7;17,9;6,5;0;1
10299;751155714;77,1;s;23430;37040;55410;0,86;12170;19940;25930;31900;43390;51080;59640;79880;6,6;9,0;0,393;75,7;69,7;2,5;3,5;16,6;7,7;0;1
10300;751155715;72,4;15,7;19710;33720;51170;0,93;9530;15930;22820;28630;39520;47240;56520;74750;7,8;10,8;0,404;75,8;69,2;2,8;3,8;17,9;6,3;0;1
10301;751155716;74,6;14,8;20710;33170;49330;0,86;9710;17050;23380;28300;38840;44720;55310;74030;7,6;9,9;0,397;77,3;70,7;2,5;4,1;18,1;4,6;0;1
10302;751155717;74,0;15,4;21450;33890;48290;0,79;9040;17620;24500;29330;40020;45450;53460;67870;7,5;10,2;0,377;70,9;65,7;2,6;2,6;22,4;6,7;0;1
10303;751155718;72,4;15,1;19500;33710;52400;0,98;7960;16870;22630;28020;40100;47210;57600;81700;10,3;12,7;0,437;73,2;66,7;2,8;3,7;18,5;8,3;0;1
10304;751155719;76,8;14,5;20960;36380;53390;0,89;7830;17420;25150;30540;41530;49310;58260;74540;9,5;10,0;0,376;73,4;64,9;3,2;5,3;21,5;5,1;0;1
10305;751155720;72,5;17,4;18660;33920;53910;1,04;8460;15170;21710;27870;39230;47340;60810;81010;9,6;12,5;0,421;73,5;66,8;2,4;4,3;19,5;7,0;0;1
10306;751155721;79,5;s;25230;40890;57360;0,79;14500;22620;29400;35130;46040;53150;63380;80230;5,5;7,3;0,347;63,1;58,0;1,8;3,3;28,8;8,1;0;1
10307;751155722;76,8;9,8;25610;41000;60360;0,85;13250;22220;28490;35230;47610;55200;65510;86530;6,5;9,8;0,406;66,5;57,6;1,8;7,1;25,0;8,5;0;1
10308;751155723;77,0;10,0;24990;39220;58320;0,85;13200;21630;27590;33530;46120;54560;63860;81450;6,2;7,8;0,367;75,1;67,9;2,4;4,8;17,3;7,6;0;1
10309;751155724;77,6;11,3;25370;40840;59370;0,83;11200;22220;28750;34610;47320;54060;64340;86430;7,7;9,8;0,395;79,4;70,4;2,6;6,4;14,5;6,1;0;1
10310;751155725;77,0;9,4;27240;43190;63550;0,84;14120;23380;30760;37620;49790;58850;71250;95490;6,8;8,5;0,372;73,3;66,6;1,7;5,0;17,7;9,0;0;1
10311;751155726;70,1;19,3;16390;29940;47580;1,04;6840;13990;18900;24380;35220;42600;53340;69020;10,1;12,9;0,433;75,4;69,4;2,4;3,6;19,1;5,5;0;1
10312;751155727;71,1;15,1;18370;28740;39950;0,75;8860;15540;20830;24780;32000;36620;43470;55430;6,3;8,2;0,358;74,3;67,6;3,1;3,6;22,2;3,5;0;1
10313;751155728;76,0;12,3;22960;36650;55930;0,90;11300;19790;26680;31520;43850;51420;60380;82300;7,3;8,7;0,373;75,7;68,8;2,9;4,0;18,4;5,9;0;1
10314;751155729;77,9;11,5;25580;41530;63070;0,90;11530;21240;28890;35550;48490;58090;68140;93000;8,1;10,3;0,404;74,3;66,3;2,0;6,0;17,8;7,9;0;1
10315;751155730;78,6;10,4;25740;40610;61000;0,87;12210;21970;28320;34630;48080;56370;65770;86780;7,1;8,8;0,377;68,3;61,2;2,1;5,0;23,4;8,3;0;1
10316;751155731;66,1;20,9;15940;29000;46200;1,04;6490;12250;19050;24290;35050;41720;51520;67740;10,4;12,9;0,408;69,8;64,4;2,6;2,8;26,2;4,0;0;1
10317;751155732;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10318;751155733;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10319;751155801;47,3;42,3;7590;16010;27750;1,26;4360;6540;8900;12180;20300;25370;30880;42210;9,7;13,3;0,445;72,2;66,1;3,8;2,3;25,1;2,7;0;1
10320;751155802;56,8;31,9;9920;20520;34310;1,19;4010;8210;11940;16190;25750;31330;39100;51490;12,8;16,5;0,452;65,6;61,2;2,8;1,6;29,0;5,4;0;1
10321;751155803;76,5;11,4;25150;43610;66250;0,94;11820;22250;28690;36080;51620;61800;72900;94210;8,0;9,9;0,393;74,7;68,1;1,8;4,8;17,4;7,9;0;1
10322;751155804;80,2;s;28120;43600;63740;0,82;13490;24610;30770;37430;51230;59060;69560;93200;6,9;8,3;0,373;68,6;61,2;1,8;5,6;22,8;8,6;0;1
10323;751155805;74,1;12,2;23660;36680;50890;0,74;11380;20960;26240;31810;41290;47350;55490;69950;6,1;9,7;0,408;72,7;65,7;2,3;4,7;16,7;10,6;0;1
10324;751155806;74,3;12,5;22230;37980;56430;0,90;10510;18760;25390;31160;45320;53230;61770;80470;7,7;10,9;0,423;74,9;66,9;2,2;5,8;16,5;8,6;0;1
10325;751155807;78,0;9,2;26540;45070;65880;0,87;14090;22580;30600;37650;52680;61000;72300;95670;6,8;9,4;0,395;72,9;65,4;1,8;5,7;18,0;9,1;0;1
10326;751155808;82,2;s;28910;45540;67650;0,85;16920;25890;31840;38660;52320;62340;75810;101150;6,0;8,1;0,394;68,2;61,1;2,2;4,9;20,8;11,0;0;1
10327;751155809;79,2;9,1;28790;46090;68640;0,86;14900;25000;32790;39630;54600;63070;75740;97150;6,5;11,0;0,445;68,6;56,0;1,7;10,9;21,7;9,7;0;1
10328;751155810;70,3;19,4;16800;31010;48890;1,03;7120;13830;20050;25130;37280;44750;55150;72290;10,1;12,6;0,417;71,9;66,1;2,4;3,4;21,8;6,3;0;1
10329;751155811;76,8;12,3;25530;41130;66570;1,00;9790;20610;27630;33480;49360;60560;74550;95900;9,8;11,5;0,414;69,2;63,3;2,1;3,8;21,7;9,1;0;1
10330;751155812;77,2;12,4;27980;48990;75880;0,98;10810;22940;31730;38300;58830;69560;86300;128120;11,9;14,5;0,458;72,9;62,9;1,9;8,1;16,9;10,2;0;1
10331;751155813;78,9;s;31110;56930;94150;1,11;14430;26400;35560;44500;70820;84700;107930;155410;10,8;13,5;0,453;68,7;59,3;1,6;7,8;17,7;13,6;0;1
10332;751155814;77,0;11,4;24900;41350;70780;1,11;11270;22290;27950;33450;50970;63700;80930;120180;10,7;15,2;0,491;67,1;54,5;1,7;10,9;20,0;12,9;0;1
10333;751155815;74,3;14,6;21850;38380;57580;0,93;9640;17440;25360;32800;45120;53150;64210;82780;8,6;12,2;0,413;73,7;68,3;2,1;3,3;18,3;8,0;0;1
10334;751155816;77,1;11,6;25380;44970;67980;0,95;10640;21980;28630;36090;53540;61920;75330;107520;10,1;13,7;0,462;65,5;58,1;2,1;5,3;20,5;14,0;0;1
10335;751155817;74,7;13,1;20950;37060;61150;1,09;10540;18600;24300;30670;44420;55300;67630;95980;9,1;12,9;0,459;71,5;62,9;2,5;6,1;16,4;12,1;0;1
10336;751155818;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10337;751155819;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10338;751155901;74,4;12,8;22830;36470;54060;0,86;10010;19180;25420;30710;43030;49970;60380;82120;8,2;10,2;0,404;80,3;73,0;2,2;5,1;13,9;5,8;0;1
10339;751155902;76,4;s;24740;39980;59530;0,87;11290;20900;27330;33510;46720;54420;64780;85740;7,6;10,8;0,410;74,4;67,6;2,7;4,1;16,7;8,9;0;1
10340;751155903;70,5;16,6;19090;35370;58700;1,12;8620;15770;22510;29210;43290;51950;66340;92070;10,7;18,4;0,512;70,2;63,2;2,8;4,2;16,2;13,6;0;1
10341;751155904;81,2;s;27450;43330;63900;0,84;14090;24510;30540;36470;51140;58390;70640;97170;6,9;8,7;0,383;73,5;68,2;2,1;3,2;20,1;6,4;0;1
10342;751155905;74,7;12,1;23370;40560;64700;1,02;11280;20290;25910;32740;49050;57550;72440;95560;8,5;11,3;0,420;78,6;68,9;2,3;7,4;15,7;5,7;0;1
10343;751155906;77,8;9,8;26920;44100;67470;0,92;13350;23040;30070;36480;52370;61500;73820;92670;6,9;9,1;0,380;71,1;63,5;2,3;5,3;22,1;6,8;0;1
10344;751155907;72,5;17,6;18310;32540;54000;1,10;7500;14720;21010;26170;40240;48920;59560;82690;11,0;16,5;0,484;69,7;63,2;2,5;4,0;19,4;10,9;0;1
10345;751155908;67,9;22,0;15650;36450;66160;1,39;3510;11330;18770;27300;47390;58800;72940;100360;28,6;30,7;0,495;63,6;56,6;1,7;5,3;24,1;12,3;0;1
10346;751155909;75,1;13,7;21920;37700;55330;0,89;8940;18560;25070;31770;44570;51880;62700;82490;9,2;11,8;0,410;75,9;68,4;2,5;5,0;16,7;7,4;0;1
10347;751155910;76,9;12,8;23330;37470;56970;0,90;10660;19370;25740;32220;43970;50580;63400;85240;8,0;10,9;0,416;76,0;70,5;2,0;3,5;15,8;8,2;0;1
10348;751155911;80,3;9,2;27730;42340;63320;0,84;13910;23320;30270;35990;49050;56140;67860;87120;6,3;9,6;0,404;78,9;68,0;1,9;9,0;13,5;7,6;0;1
10349;751155912;71,8;19,4;16930;31940;49310;1,01;6410;13530;19710;25710;38270;45270;54950;73550;11,5;14,5;0,445;79,5;70,9;2,9;5,7;12,8;7,7;0;1
10350;751155913;78,8;9,1;31370;51140;81270;0,98;14160;26880;35500;42250;61260;72960;94270;134670;9,5;12,0;0,439;67,9;61,4;2,0;4,5;19,0;13,1;0;1
10351;751155914;76,2;s;26730;48730;78600;1,06;11190;22150;30260;39200;58120;68850;86810;119190;10,6;15,7;0,480;58,5;50,8;1,6;6,1;19,7;21,8;0;1
10352;751155915;74,2;12,1;23470;37830;57850;0,91;11380;19920;26180;32070;43930;52950;63970;81330;7,1;9,7;0,383;76,8;68,6;2,7;5,5;16,9;6,3;0;1
10353;751155916;76,5;12,4;23130;36480;55000;0,87;10710;20390;25800;30760;41650;49930;63310;89850;8,4;10,9;0,434;80,0;73,2;1,9;4,9;11,3;8,7;0;1
10354;751155917;76,2;11,9;23150;40320;63930;1,01;11570;19810;26320;33540;47450;56620;71130;101310;8,8;12,4;0,448;73,5;67,9;1,7;3,9;17,9;8,6;0;1
10355;751155918;76,3;12,2;24130;42220;69680;1,08;10640;19780;27720;34640;51760;62280;77980;108680;10,2;13,9;0,453;69,9;63,4;1,7;4,8;18,8;11,3;0;1
10356;751155919;71,1;17,4;18530;35030;55490;1,06;7500;15290;21690;28010;41740;50100;60800;81410;10,9;15,2;0,443;67,4;60,5;2,3;4,6;21,0;11,6;0;1
10357;751155920;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10358;751155999;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10359;751156001;46,9;38,2;8890;16910;26900;1,07;3120;7100;10050;13890;20630;24510;29340;37950;12,2;13,1;0,397;69,5;63,4;4,3;1,8;28,9;1,6;0;1
10360;751156002;77,9;s;25780;42340;61980;0,85;14680;22540;28330;34430;48950;56480;68160;87920;6,0;8,0;0,369;64,5;56,5;2,1;5,9;26,6;8,9;0;1
10361;751156003;75,9;15,3;20500;35080;51970;0,90;8640;16780;23640;29450;41540;48510;57090;73640;8,5;11,5;0,413;68,1;61,5;2,4;4,2;21,6;10,3;0;1
10362;751156004;72,3;16,0;19980;33310;53680;1,01;7910;16200;22820;27760;39910;47870;59390;79570;10,1;13,5;0,445;73,9;63,9;2,4;7,6;17,0;9,1;0;1
10363;751156005;78,0;9,3;25580;39930;57830;0,81;14090;21650;28630;34820;45890;53360;62850;77970;5,5;7,4;0,355;76,5;68,2;2,0;6,3;18,6;4,9;0;1
10364;751156006;76,0;16,0;21140;34450;49310;0,82;8220;17120;23240;29290;39050;44740;55270;67800;8,2;9,4;0,369;77,7;71,9;2,3;3,5;16,3;6,0;0;1
10365;751156007;67,5;24,2;13440;27100;46170;1,21;6070;10840;15980;21570;33230;42160;51530;68250;11,3;15,0;0,450;63,4;56,9;2,4;4,1;29,1;7,5;0;1
10366;751156008;65,5;22,6;13940;26230;39920;0,99;6150;12310;16490;21820;30760;36400;44350;55680;9,1;10,5;0,397;77,2;72,6;2,5;2,1;18,8;4,0;0;1
10367;751156009;66,4;25,4;12790;27590;46450;1,22;5160;10770;15340;21670;33750;42110;52280;73740;14,3;17,0;0,467;66,4;60,4;3,1;2,9;24,9;8,7;0;1
10368;751156010;67,4;21,7;15220;29300;48400;1,13;7010;12690;17970;23070;35790;43460;55050;73010;10,4;14,0;0,465;74,8;68,9;2,8;3,1;14,9;10,3;0;1
10369;751156012;74,3;14,2;23300;38650;60460;0,96;9730;18750;26410;31910;44990;54890;66970;87920;9,0;13,2;0,445;69,5;62,4;2,4;4,7;18,8;11,7;0;1
10370;751156013;77,5;10,8;23530;40210;62380;0,97;12000;20400;26520;33510;47880;57390;69840;92070;7,7;10,3;0,405;73,5;66,4;2,1;5,0;18,7;7,8;0;1
10371;751156014;64,0;23,5;13870;25370;38910;0,99;5150;11210;16130;20910;29050;34840;42760;60990;11,8;16,2;0,470;61,1;55,7;2,1;3,3;26,3;12,6;0;1
10372;751156015;65,8;19,9;16030;30590;51370;1,16;7740;13190;19370;24440;38030;46480;57920;75750;9,8;13,4;0,435;72,8;64,6;3,1;5,1;19,6;7,6;0;1
10373;751156016;68,9;20,2;16070;29990;48610;1,09;6770;12960;19510;24900;35940;43410;53680;67090;9,9;12,5;0,419;74,4;67,3;3,1;4,0;17,8;7,8;0;1
10374;751156017;70,5;15,5;19240;33120;49450;0,91;7770;15890;21700;27500;38880;45890;54590;71880;9,3;12,0;0,425;74,2;67,5;2,5;4,2;17,6;8,2;0;1
10375;751156018;68,0;19,1;16940;32430;50910;1,05;7600;13790;19290;25010;39180;47240;57850;72580;9,6;14,1;0,447;74,6;65,3;2,2;7,1;17,9;7,5;0;1
10376;751156019;79,2;9,1;25900;40670;59070;0,82;14710;22320;29080;34230;46890;54320;64770;88520;6,0;7,6;0,366;74,5;67,6;2,0;4,9;18,3;7,2;0;1
10377;751156020;77,8;8,5;26990;42200;61810;0,83;15000;23790;29650;36080;48010;56880;69090;92850;6,2;10,6;0,451;63,0;56,9;2,0;4,1;16,9;20,1;0;1
10378;751156021;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10379;751156022;62,7;28,6;12320;25610;42940;1,20;4910;9060;13500;18830;32460;39270;47800;61230;12,5;16,1;0,455;88,9;84,7;2,6;1,6;7,5;3,6;0;1
10380;751156023;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10381;751156099;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10382;751166101;59,1;28,1;12060;21130;33800;1,03;6100;10360;13940;17590;25080;30770;37490;51290;8,4;14,3;0,480;69,6;62,5;3,4;3,7;22,7;7,7;0;1
10383;751166102;66,7;20,5;14850;30470;49130;1,13;6780;12780;18060;24560;37180;44700;56130;77190;11,4;15,3;0,456;72,0;63,3;3,2;5,5;20,9;7,1;0;1
10384;751166103;68,9;20,1;15740;32460;51790;1,11;7120;13130;18810;25910;39770;47610;60250;84730;11,9;14,3;0,430;77,1;68,7;3,5;4,9;15,3;7,6;0;1
10385;751166104;54,3;27,4;11970;20820;31540;0,94;4550;10200;14100;17130;24900;29260;34250;41440;9,1;9,7;0,362;64,4;58,1;4,6;1,7;32,6;3,0;0;1
10386;751166105;75,8;11,8;23450;40060;66760;1,08;11600;20060;26700;33490;48950;60540;75440;101180;8,7;13,2;0,457;65,8;56,1;2,3;7,4;22,5;11,7;0;1
10387;751166106;73,7;13,9;23230;40980;66080;1,05;8900;18750;26240;34320;49770;60350;72880;99370;11,2;15,0;0,454;70,4;57,4;2,4;10,6;20,6;9,0;0;1
10388;751166107;74,4;13,4;23630;42980;70080;1,08;9570;18890;27070;34760;51730;62170;78680;109100;11,4;15,5;0,461;70,9;60,4;2,5;8,0;18,0;11,1;0;1
10389;751166108;61,1;23,3;13860;25190;39100;1,00;6170;11900;15900;20610;30120;34960;43690;62530;10,1;13,5;0,450;71,6;64,2;3,3;4,1;22,5;5,9;0;1
10390;751166109;74,8;12,3;24980;46200;75390;1,09;10530;20450;29950;38340;54390;67090;83690;118010;11,2;15,9;0,480;69,4;56,1;1,5;11,8;18,5;12,1;0;1
10391;751166110;68,9;15,9;19670;39260;66450;1,19;8210;16010;23880;30800;48230;59290;74590;106920;13,0;19,5;0,510;63,9;53,6;2,4;7,9;20,0;16,1;0;1
10392;751166111;75,6;s;26950;48880;81090;1,11;14880;22090;32150;41430;58530;71600;96170;148810;10,0;13,5;0,470;65,4;55,5;1,8;8,1;19,8;14,8;0;1
10393;751166112;80,8;s;33410;57720;98150;1,12;16840;28870;40010;50670;68070;85030;108500;164690;9,8;12,6;0,455;68,7;59,7;1,5;7,5;15,0;16,3;0;1
10394;751166113;74,6;10,6;26380;50330;82320;1,11;12480;20180;30970;40230;60330;74870;92340;131600;10,5;17,0;0,497;63,4;54,4;1,6;7,4;16,4;20,2;0;1
10395;751166114;65,7;20,3;16080;31840;52780;1,15;5930;13150;19340;26310;38720;47890;59120;88460;14,9;21,6;0,513;74,8;66,8;2,7;5,3;14,1;11,1;0;1
10396;751166115;68,4;17,5;19020;37340;62270;1,16;7190;15690;22570;30160;44470;54940;70300;91260;12,7;15,5;0,438;66,5;57,9;2,1;6,5;23,1;10,4;0;1
10397;751166116;79,9;s;29480;46740;73220;0,94;18950;25260;32730;37690;56450;67220;84290;112870;6,0;8,6;0,403;71,3;65,8;1,5;4,0;14,6;14,1;0;1
10398;751166117;76,2;9,2;28180;45860;75080;1,02;13970;24210;30670;38720;56020;68810;81280;110950;7,9;13,5;0,480;61,6;54,4;1,8;5,4;18,9;19,5;0;1
10399;751166118;75,2;10,7;28210;50760;87710;1,17;12580;22050;32450;42380;62750;78180;100430;150470;12,0;15,9;0,473;68,8;58,9;2,1;7,8;17,3;13,9;0;1
10400;751166119;78,8;s;29120;51520;84580;1,08;13820;24750;33020;41250;61900;76620;94680;139400;10,1;11,9;0,431;70,4;59,6;1,9;8,9;16,8;12,8;0;1
10401;751166120;73,8;s;30020;54960;90810;1,11;13860;25120;34590;42230;66120;78160;106630;180100;13,0;34,6;0,676;50,8;45,5;0,9;4,4;10,4;38,8;0;1
10402;751166121;65,8;20,4;15620;33080;68610;1,60;6960;12820;18360;24820;45050;58840;80170;115990;16,7;23,0;0,529;62,4;52,8;2,1;7,5;20,7;16,9;0;1
10403;751166122;77,3;9,1;29310;55720;94410;1,17;14770;25070;36600;46040;71110;83930;105510;158960;10,8;26,9;0,624;45,7;37,0;1,0;7,7;15,6;38,7;0;1
10404;751166123;75,3;10,0;29350;55950;92770;1,13;13000;23900;33990;45520;66760;82140;106640;154390;11,9;19,3;0,538;60,2;52,9;1,0;6,3;18,4;21,4;0;1
10405;751166124;68,4;16,4;20730;42920;81760;1,42;7600;16280;25100;33110;53400;69300;92710;146190;19,2;30,0;0,577;56,5;48,9;1,6;6,0;22,5;21,0;0;1
10406;751166125;75,1;10,7;28990;54540;90660;1,13;12110;23190;33900;42860;65770;81140;101660;142200;11,7;15,5;0,467;60,5;52,4;1,4;6,7;23,3;16,2;0;1
10407;751166126;75,7;10,5;25700;52230;95180;1,33;12920;21280;30630;41060;65440;84340;109070;159460;12,3;17,7;0,493;66,6;57,3;1,7;7,6;19,2;14,2;0;1
10408;751166127;71,3;15,4;20260;39200;65420;1,15;8680;16880;23900;31530;48630;58610;73610;104360;12,0;15,5;0,462;67,7;58,8;2,2;6,7;21,1;11,2;0;1
10409;751166128;73,9;12,2;24810;45730;74390;1,08;10280;20650;28710;37880;55350;68540;82450;116500;11,3;14,4;0,443;67,1;58,7;1,8;6,6;22,1;10,8;0;1
10410;751166129;70,8;17,6;18390;37140;61160;1,15;6440;15780;22620;29780;45680;54970;69310;96330;15,0;16,9;0,451;67,2;59,8;2,1;5,3;22,4;10,4;0;1
10411;751166130;68,6;17,0;17480;34330;59770;1,23;7270;15120;20880;26980;44270;53810;68950;99530;13,7;19,5;0,505;65,6;58,8;2,1;4,7;20,6;13,8;0;1
10412;751166131;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10413;751166177;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10414;751166199;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10415;751166201;75,9;11,8;26240;50130;87120;1,21;10830;20520;30430;38910;63540;78780;101320;152770;14,1;19,2;0,498;66,7;54,2;1,8;10,7;17,6;15,7;0;1
10416;751166202;75,3;10,2;26880;46770;81210;1,16;12810;22190;31240;38260;56600;72340;89190;124020;9,7;13,8;0,462;67,1;58,0;2,1;7,0;18,7;14,2;0;1
10417;751166203;74,8;10,7;29480;54570;91990;1,15;12320;23870;34650;44960;65560;85450;105900;150060;12,2;16,7;0,489;60,4;54,5;1,2;4,7;18,2;21,4;0;1
10418;751166204;75,9;9,5;30760;56510;99750;1,22;14180;26000;35960;45450;69350;86990;116520;176090;12,4;17,4;0,500;70,2;55,2;1,7;13,3;14,9;14,9;0;1
10419;751166205;74,7;s;29350;57280;97950;1,20;14220;24060;35150;45320;74330;89900;118960;193380;13,6;22,8;0,560;65,9;48,4;1,4;16,1;13,5;20,6;0;1
10420;751166206;74,7;11,1;28390;56940;100720;1,27;11770;24070;32920;43800;71230;89710;115400;178370;15,2;26,8;0,590;61,0;52,8;0,8;7,4;23,2;15,8;0;1
10421;751166207;69,1;14,6;20620;55620;111090;1,63;9790;17080;26060;37710;73230;95660;129080;242790;24,8;44,2;0,642;46,8;39,8;1,1;5,9;16,1;37,1;0;1
10422;751166208;69,9;13,1;25740;64570;124020;1,52;9790;21100;32350;45970;84300;108340;142070;248190;25,4;41,5;0,620;55,1;45,2;0,8;9,1;13,3;31,6;0;1
10423;751166209;73,2;s;30710;62040;112040;1,31;14670;25030;36850;49440;76460;101720;128870;187720;12,8;23,7;0,568;58,4;47,5;1,5;9,4;13,4;28,2;0;1
10424;751166210;75,2;11,2;30450;65400;119880;1,37;11270;23950;36330;48680;81270;105280;138180;231260;20,5;26,4;0,551;61,5;52,7;1,3;7,5;12,9;25,6;0;1
10425;751166211;72,7;11,9;26860;53900;84890;1,08;11220;21300;31940;42790;62780;78370;95750;137470;12,3;18,1;0,489;63,1;56,3;1,9;4,9;18,1;18,8;0;1
10426;751166212;74,9;12,1;24620;45420;77440;1,16;11050;20060;28260;35620;57250;69200;84980;119560;10,8;17,2;0,492;63,0;55,1;2,1;5,8;16,8;20,2;0;1
10427;751166213;74,5;11,4;28030;55800;95740;1,21;11870;22280;33730;43450;69090;85700;110920;166210;14,0;20,4;0,514;64,7;55,3;1,3;8,1;18,3;17,0;0;1
10428;751166214;75,6;11,0;28480;54190;93590;1,20;12010;24360;35440;43610;65760;84180;105680;160800;13,4;18,0;0,500;71,6;60,6;1,3;9,7;14,2;14,2;0;1
10429;751166215;75,2;10,0;26000;46090;78730;1,14;13520;22510;29560;39080;56200;69200;92790;141760;10,5;15,5;0,496;70,5;60,5;2,0;8,0;15,8;13,7;0;1
10430;751166216;73,7;s;26480;52270;87130;1,16;12650;22400;31470;40960;64170;78180;102390;141820;11,2;17,9;0,502;68,3;61,4;2,1;4,8;13,4;18,3;0;1
10431;751166217;72,2;12,4;25990;51060;99810;1,45;11140;20830;29070;39920;66330;88760;113290;171310;15,4;22,8;0,535;64,3;56,9;1,1;6,3;15,1;20,6;0;1
10432;751166218;71,1;13,2;23190;49310;98800;1,53;9710;18910;27450;38070;64110;81950;116970;209540;21,6;34,3;0,615;65,3;54,3;1,2;9,8;13,4;21,3;0;1
10433;751166219;74,2;11,6;26180;55220;99330;1,32;10940;22340;31800;44300;69040;87190;116920;179190;16,4;25,4;0,563;67,1;57,6;1,3;8,2;15,4;17,5;0;1
10434;751166220;71,0;13,5;22680;47300;87520;1,37;9400;18410;26940;36290;59690;76510;98110;160000;17,0;26,3;0,561;61,7;50,4;1,4;9,9;16,8;21,5;0;1
10435;751166221;71,1;11,6;25250;54630;120580;1,75;10920;21340;29230;42240;73730;94450;142190;221180;20,2;48,4;0,692;48,3;40,4;0,7;7,2;11,2;40,5;0;1
10436;751166222;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10437;751166223;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10438;751166277;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10439;751166299;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
